2014-01-18 15:19:53,225 [Worker-262] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:36:13,662 [Worker-263] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:36:13,687 [Worker-263] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:36:13,699 [Worker-263] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:36:13,710 [Worker-263] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:36:27,059 [Worker-263] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:36:27,068 [Worker-263] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:36:27,073 [Worker-263] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:36:27,083 [Worker-263] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:36:31,469 [Worker-271] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:36:31,484 [Worker-271] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:36:31,495 [Worker-271] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:36:31,505 [Worker-271] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:38:33,778 [Worker-266] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:38:33,787 [Worker-266] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:38:33,792 [Worker-266] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:38:33,802 [Worker-266] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:39:45,012 [Worker-266] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:39:45,028 [Worker-266] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:39:45,042 [Worker-266] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:39:45,054 [Worker-266] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:41:38,148 [Worker-266] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 15:41:38,305 [Worker-266] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-01-18 15:41:39,315 [New I/O client worker #14-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/javax/servlet/javax.servlet-api/3.0.1/javax.servlet-api-3.0.1.pom
2014-01-18 15:41:39,330 [New I/O client worker #14-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/javax/servlet/javax.servlet-api/3.0.1/javax.servlet-api-3.0.1.pom
2014-01-18 15:41:39,753 [Worker-266] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-01-18 15:41:40,468 [New I/O client worker #15-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/net/java/jvnet-parent/1/jvnet-parent-1.pom
2014-01-18 15:41:40,485 [New I/O client worker #15-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/net/java/jvnet-parent/1/jvnet-parent-1.pom
2014-01-18 15:41:40,924 [Worker-266] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-01-18 15:41:41,585 [New I/O client worker #16-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/javax/servlet/javax.servlet-api/3.0.1/javax.servlet-api-3.0.1.jar
2014-01-18 15:41:42,615 [New I/O client worker #16-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/javax/servlet/javax.servlet-api/3.0.1/javax.servlet-api-3.0.1.jar
2014-01-18 15:41:43,990 [Worker-266] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:41:44,011 [Worker-266] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:41:44,027 [Worker-266] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:41:44,038 [Worker-266] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:41:44,048 [Worker-266] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of DynamicFlame
2014-01-18 15:41:44,049 [Worker-266] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for DynamicFlame
2014-01-18 15:41:44,073 [Worker-266] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:43:12,778 [Worker-272] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for DynamicFlame
2014-01-18 15:43:13,921 [Worker-280] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 15:43:15,319 [Worker-280] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:43:15,335 [Worker-280] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:43:15,340 [Worker-280] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:43:15,355 [Worker-280] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:00:05,933 [Worker-301] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:00:05,941 [Worker-301] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:00:05,948 [Worker-301] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:00:05,956 [Worker-301] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:00:21,666 [Worker-306] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:00:21,674 [Worker-306] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:00:21,679 [Worker-306] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:00:21,687 [Worker-306] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:01:09,227 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:01:09,237 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:01:09,242 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:01:09,250 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:03:16,873 [Worker-301] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 16:03:17,266 [Worker-301] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:03:17,275 [Worker-301] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:03:17,282 [Worker-301] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:03:17,288 [Worker-301] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:06:14,195 [Worker-301] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:06:14,199 [Worker-301] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:06:14,201 [Worker-301] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:06:14,206 [Worker-301] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:06:38,608 [Worker-307] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:06:38,615 [Worker-307] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:06:38,620 [Worker-307] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:06:38,625 [Worker-307] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:06:42,225 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:06:42,229 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:06:42,231 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:06:42,236 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:07:19,705 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:19,714 [Worker-312] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:07:19,790 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:19,795 [Worker-312] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:07:32,570 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:32,575 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:07:32,577 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:32,582 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:07:43,246 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:43,253 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:07:43,260 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:43,265 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:07:49,492 [Worker-319] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:49,498 [Worker-319] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:07:49,500 [Worker-319] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:49,506 [Worker-319] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:07:53,065 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:53,073 [Worker-312] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:07:53,078 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:53,083 [Worker-312] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:07:54,366 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:54,370 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:07:54,372 [Worker-299] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:07:54,377 [Worker-299] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:08:16,713 [Worker-319] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:08:16,721 [Worker-319] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:08:16,726 [Worker-319] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:08:16,730 [Worker-319] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:08:32,118 [Worker-319] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:08:32,122 [Worker-319] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:08:32,124 [Worker-319] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:08:32,129 [Worker-319] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:08:36,003 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:08:36,010 [Worker-312] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:08:36,016 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:08:36,020 [Worker-312] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:12:29,031 [Worker-322] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:12:29,035 [Worker-322] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:12:29,038 [Worker-322] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:12:29,042 [Worker-322] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:12:31,138 [Worker-324] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:12:31,145 [Worker-324] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:12:31,150 [Worker-324] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:12:31,155 [Worker-324] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:12:36,615 [Worker-313] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:12:36,619 [Worker-313] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:12:36,622 [Worker-313] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:12:36,626 [Worker-313] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 16:14:28,280 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 16:14:28,288 [Worker-312] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 16:14:28,292 [Worker-312] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
